0,0,0,0,0,0,0,0,0,0,-1.070409,4.700818,-5.098546,22.39082,-9.197357,40.3912,-12.99272,57.05897,-14.5396,63.85223,-18.7916,82.52536,-23.04361,101.1985,-20.88982,107.6433,-10.25977,108.5005,4.677989,111.3397,15.21102,114.4904,15.21102,114.4904,15.21102,114.4904,15.21102,114.4904,15.90157,114.548,34.36505,116.0866,48.89003,117.297,57.49966,118.015,74.35488,119.4195,86.71136,120.4491,97.43142,121.3433,117.2656,122.9959,130.0256,124.0592,140.8652,124.964,158.3666,126.4221,169.2206,127.3264,180.5936,128.274,196.5322,129.6019,205.5725,130.3551,217.1394,131.3189,236.1986,132.9068,246.73,133.7843,259.7119,134.8659,277.3588,136.3361,279.092,136.4806,279.092,136.4806,279.092,136.4806,279.092,136.4806,279.092,136.4806,279.092,136.4806,279.092,136.4806,291.435,137.5089,291.435,137.5089,291.435,137.5089,291.435,137.5089,291.435,137.5089,305.0992,138.6474,313.6546,139.3602,326.1534,140.3184,343.827,141.5444,361.5009,142.7704,366.7722,143.0718,369.2485,143.1946,369.2485,143.1946,369.2485,143.1946,369.2485,143.1946,375.5479,143.5069,391.2154,144.2835,395.9768,144.5195,416.5757,145.5407,437.4977,146.5779,452.715,147.3323,461.8214,147.7837,479.7079,148.6704,497.2763,149.5413,503.6147,149.8591,521.6004,151.277,542.0095,153.0742,551.8091,154.1259,564.9845,155.5399,580.9922,157.2579,587.9642,158.0061,587.9642,158.0061,587.9642,158.0061,587.9642,158.0061,587.9642,158.0061,599.9935,159.2972,606.379,159.9827,620.8765,161.5385,633.8497,162.9309,642.7831,163.8896,660.5394,165.7952,665.5933,166.3246,682.8555,167.9644
286.2,0,286.2,0,286.2,0,286.2,0,285.5157,3.531825,279.5516,21.38998,272.5114,38.90946,277.3519,55.04893,291.3755,69.36714,290.6003,74.36316,291.6178,91.91434,293.9616,109.3187,300.3539,120.8975,288.9709,132.1977,276.8893,130.3071,276.8893,130.3071,276.8893,130.3071,276.8893,130.3071,276.8893,130.3071,276.8893,130.3071,276.8893,130.3071,266.5838,128.3935,258.9118,112.7649,253.1705,95.78743,242.2748,86.57154,233.7476,75.33259,226.2641,58.49536,216.8429,40.77649,207.8011,23.77141,200.4932,9.983542,193.8584,-4.12604,189.0671,-21.50784,194.6118,-40.99605,199.9115,-60.49504,202.7756,-80.26752,203.062,-100.3696,203.3385,-119.7753,203.5656,-135.7074,203.5656,-135.7074,203.5656,-135.7074,203.5656,-135.7074,203.5656,-135.7074,203.5656,-135.7074,203.7856,-151.1479,204.0675,-169.3801,195.4853,-183.5844,178.0189,-193.7172,160.697,-204.1727,151.0653,-212.0091,151.0653,-212.0091,151.0653,-212.0091,151.0653,-212.0091,151.0653,-212.0091,151.0653,-212.0091,157.7239,-206.6851,170.0769,-197.0452,182.99,-187.1797,190.6,-183,190.6,-183,190.6,-183,191.6231,-182.2502,203.6392,-167.3987,205.7086,-148.7431,206.3928,-130.1108,206.427,-128.3401,206.427,-128.3401,206.427,-128.3401,206.6833,-115.056,207.0671,-95.16528,205.0123,-76.43473,204.7078,-60.47116,201.1913,-45.3543,193.718,-28.93289,189.6682,-11.87105,197.5578,4.054765,204.7372,18.13813,212.0583,32.11368,220.9103,49.01184,230.1257,66.60363,230.7544,67.80388,230.7544,67.80388,230.7544,67.80388,230.7544,67.80388,230.7544,67.80388,230.7544,67.80388,230.746,67.8173,228.2296,81.8896,221.4995,91.4734,206.8691,98.22714
580.9,0,580.9,0,580.7618,-0.09838708,566.29,-10.40319,550.737,-21.47785,552.572,-34.33665,562.6593,-48.08738,564.9667,-52.31361,574.3262,-69.52893,582.9048,-87.19407,588.0803,-98.60271,591.9108,-107.0463,598.702,-122.075,599.0026,-135.4624,586.5114,-145.3827,575.002,-155.4907,569.04,-169.5231,568.2755,-186.1668,567.4652,-203.808,566.6514,-221.5296,566.052,-241.8997,576.398,-259.4436,575.9143,-273.6902,563.481,-286.8488,553.0378,-297.9012,553.0378,-297.9012,553.0378,-297.9012,553.0378,-297.9012,553.0378,-297.9012,548.9487,-302.229,537.8307,-313.9953,526.6771,-325.7997,514.5989,-338.5827,514.5546,-352.8633,524.786,-368.8419,527.4321,-385.2104,511.6919,-398.9991,498.0194,-410.9764,484.3182,-422.9787,478.5376,-428.0426,478.5376,-428.0426,478.5376,-428.0426,478.5376,-428.0426,478.5376,-428.0426,478.5376,-428.0426,478.5376,-428.0426,472.8597,-433.0166,459.2304,-444.9561,445.5212,-456.9655,429.9401,-470.6147,414.4389,-484.1938,400.1606,-496.7019,387.1046,-508.1394,373.9819,-519.6351,360.431,-531.5057,346.8797,-543.3771,333.2354,-555.3297,318.9098,-565.6201,303.0647,-571.0887,293.9263,-583.4525,284.0655,-594.9008,272.6586,-597.4012,272.6586,-597.4012,272.6586,-597.4012,264.6929,-600.5266,247.6029,-602.0018,230.0318,-590.8536,217.2099,-580.7352,207.3815,-567.7386,199.8566,-554.072,193.4308,-541.586,187.85,-530.7417,183.0707,-521.4551,179.0796,-513.6999,175.8929,-507.5076,173.4997,-502.8572,171.9021,-499.7529,171.0981,-498.1907,171,-498,170.942,-497.8502,170.942,-497.8502,170.942,-497.8502,170.942,-497.8502,170.942,-497.8502,170.2552,-496.1035,163.2141,-478.1949,156.1398,-460.2018,150.033,-444.6697,144.4315,-430.4228
717.1,0,717.1,0,717.1,0,717.1,0,717.0955,0.1047472,716.4573,15.22092,715.6223,31.12028,703.5746,42.11314,699.2272,57.94824,697.5804,75.11991,696.6474,84.84956,696.6474,84.84956,696.6474,84.84956,696.6474,84.84956,696.6474,84.84956,696.6474,84.84956,696.6474,84.84956,696.1718,89.80931,694.4321,107.9472,690.666,125.5668,681.256,140.5587,662.7655,142.7467,644.8057,143.7532,628.1142,144.6885,611.3436,145.6284,606.5148,145.899,606.5148,145.899,606.5148,145.899,606.5148,145.899,606.5148,145.899,606.5148,145.899,606.5148,145.899,605.509,145.9553,605.509,145.9553,605.509,145.9553,605.509,145.9553,605.509,145.9553,590.9121,146.7733,572.7849,147.7892,555.3572,148.7658,538.5482,149.7078,521.7866,149.9485,502.3325,149.8306,482.6427,150.3112,462.553,150.8016,442.2123,151.2982,422.0846,151.7895,416.6829,151.9213,416.6829,151.9213,416.6829,151.9213,416.6829,151.9213,416.6829,151.9213,416.6829,151.9213,416.6829,151.9213,408.3264,152.1253,391.8565,152.5273,375.3819,152.9295,360.2395,153.3863,345.1862,154.256,328.7697,156.5661,311.3427,159.108,294.5123,163.1168,277.8228,172.9789,259.8304,175.5713,244.0453,177.8458,230.1892,179.8423,218.4782,181.5297,208.8369,182.9189,201.2403,184.0134,195.6293,184.481,192.0595,184.7784,190.6259,184.8978,190.6,184.9,190.9026,178.0649,192.2392,161.7831,194.5238,145.7547,196.8732,129.2709,199.6499,109.7898,210.6346,94.97987,228.0771,88.89662,237.8463,74.53811,237.7886,59.85581,230.337,51.9496,230.337,51.9496,230.337,51.9496,230.337,51.9496,230.0434,51.63808,217.0089,37.80826,206.6178,21.12628
1039.2,160,1039.2,160,1029.906,161.8022,1013.954,164.8953,997.8583,168.0164,980.1348,171.4531,962.532,175.4205,946.2965,181.7144,931.9938,191.554,917.9349,201.9224,908.1706,214.8162,907.0192,232.1644,910.4084,250.0079,913.964,264.959,903.9062,281.8444,898.5161,298.4541,893.7668,315.2387,884.119,328.965,874.8257,342.1872,865.4717,355.4957,862.3125,374.8602,861.1645,394.834,860.0873,413.5814,859.8553,417.6178,859.8553,417.6178,859.8553,417.6178,859.8553,417.6178,859.8553,417.6178,859.6137,423.5406,859.0714,444.0192,858.5705,464.4813,861.0781,479.7533,869.0343,493.0032,869.728,508.5946,867.242,526.8138,866.9974,545.438,866.6957,564.0421,872.0054,581.4034,879.846,597.6124,885.6817,613.4976,889.7068,630.1375,894.4294,649.6607,895.6846,668.9119,882.579,678.0896,873.3651,684.5424,868.1965,688.1622,867,689,867,689,867,689,867,689,877.8781,681.5605,894.5452,669.8133,897.4739,664.7821,893.4136,645.295,888.6501,626.0123,886.2109,616.1393,882.3499,602.4492,874.4225,585.7769,866.7253,569.5557,866.6957,563.6815,867.0869,543.9946,867.489,523.7665,868.3962,511.6317,872.2728,499.8439,865.6633,483.4981,862.1251,465.212,862.001,461.9943,862.001,461.9943,862.001,461.9943,862.001,461.9943,862.001,461.9943,862.001,461.9943,861.8116,457.079,861.3892,446.1123,860.498,434.896,860.498,434.896,860.498,434.896,860.498,434.896,860.498,434.896,860.498,434.896,859.3864,423.9962,859.1763,408.1234,859.1763,408.1234,859.1763,408.1234,859.1763,408.1234,859.1763,408.1234,859.1763,408.1234,859.0754,400.5018,859.0754,400.5018
1039.2,746.8,1040.591,739.4013,1052.789,734.2138,1070.467,729.1287,1061.664,721.1301,1050.547,713.5897,1045.143,708.4572,1032.589,696.5347,1038.848,684.1938,1043.089,677.2552,1043.089,677.2552,1043.089,677.2552,1043.089,677.2552,1043.089,677.2552,1043.089,677.2552,1043.089,677.2552,1040.897,675.0832,1027.216,660.8931,1014.452,645.4274,1009.995,640.0272,999.0244,626.7352,988.467,613.9441,986.6548,609.1275,1000.077,598.8723,993.963,585.3617,989.3564,580.0477,977.5137,566.3865,966.0135,551.5189,962.2342,547.1066,949.6589,532.4252,936.7705,517.378,933.0145,512.9931,920.5363,498.425,907.7532,483.5008,905.4083,480.7633,905.4083,480.7633,905.4083,480.7633,903.798,478.8834,892.1975,465.34,880.7307,451.953,877.1451,447.7669,864.6312,433.1573,861.4724,429.4694,861.4724,429.4694,861.4724,429.4694,861.4724,429.4694,861.4724,429.4694,859.1733,426.7859,858.2383,407.2795,858.3007,395.3208,858.3411,387.5094,858.3411,387.5094,858.3411,387.5094,858.3411,387.5094,858.3411,387.5094,858.3411,387.5094,858.3447,386.8172,858.4056,375.1184,858.2139,354.9382,849.0497,342.944,849.0497,342.944,849.0497,342.944,849.0497,342.944,849.0497,342.944,849.0497,342.944,849.0497,342.944,844.2838,336.9029,840.4291,332.0168,834.0073,323.8768,834.0073,323.8768,834.0073,323.8768,834.0073,323.8768,834.0073,323.8768,834.0073,323.8768,834.0073,323.8768,832.8067,322.3552,823.1351,310.096,820.0748,306.2168,812.8564,289.9919,801.9172,274.9962,797.6718,269.9976,785.2021,255.3149,772.0933,239.8799,768.4632,235.6054,755.2324,220.0266,750.4761,214.4265,744.6227,202.6795,744.6227,202.6795,744.6227,202.6795
1318.8,746.8,1318.255,745.7216,1311.746,733.3608,1293.509,734.4913,1275.021,739.2367,1255.003,745.6993,1247.163,750.8502,1232.97,758.3526,1214.224,761.2982,1213.576,761.3998,1213.576,761.3998,1213.576,761.3998,1213.576,761.3998,1213.576,761.3998,1213.576,761.3998,1213.576,761.3998,1205.541,756.5892,1200.727,751.6405,1188.053,738.6128,1177.459,727.7228,1173.944,724.1099,1162.173,712.0111,1149.849,700.5945,1145.84,696.9036,1133.287,693.5317,1120.743,700.3401,1113.929,704.0385,1099.873,691.7177,1088.094,678.4992,1083.107,672.9022,1071.576,659.9609,1060.794,647.8608,1054.164,640.4203,1046.901,632.2689,1046.901,632.2689,1046.901,632.2689,1046.901,632.2689,1046.901,632.2689,1041.109,625.7695,1039.201,623.628,1039.201,623.628,1039.201,623.628,1039.201,623.628,1039.201,623.628,1039.044,623.452,1026.037,608.8553,1017.55,599.3312,1009.807,590.6419,997.9736,577.3628,985.6125,564.6464,981.621,561.5292,967.8341,549.3533,954.495,534.6688,944.1376,523.2667,936.7551,515.1396,922.7205,499.6895,908.569,484.1109,904.2234,479.2038,893.7795,467.0522,882.8707,454.3593,872.6049,442.4146,866.9618,435.8486,866.0384,434.7743,866.0384,434.7743,866.0384,434.7743,866.0384,434.7743,866.0384,434.7743,866.0384,434.7743,866.0384,434.7743,861.639,425.3566,861.1577,406.8615,860.6489,397.3121,859.857,382.4587,858.7594,361.8657,854.7322,350.5498,847.8826,341.7876,837.3215,328.278,837.0804,327.9696,837.0804,327.9696,837.0804,327.9696,837.0804,327.9696,837.0804,327.9696,837.0804,327.9696,835.8964,326.455,823.6804,310.828,814.3668,293.5353,804.4015,277.9073,792.5938,264.0072,780.5968,249.8841
1318.8,169.1,1318.8,169.1,1318.8,169.1,1318.8,169.1,1313.97,177.1903,1294.699,176.7209,1276.333,178.7737,1265.979,195.3789,1261.897,200.068,1249.167,214.6946,1237.017,228.4352,1223.745,240.3326,1219.455,244.0174,1205.13,256.1005,1190.938,268.0722,1187.179,271.2429,1174.555,281.8914,1160.942,292.0591,1160.852,292.1257,1160.852,292.1257,1160.852,292.1257,1160.852,292.1257,1160.852,292.1257,1160.852,292.1257,1158.558,293.5909,1143.401,303.1877,1128.296,312.7525,1123.982,315.4838,1118.599,331.3812,1124.382,347.6156,1125.591,352.2535,1113.687,366.171,1102.143,377.8206,1098.69,381.3058,1093.818,396.0972,1077.83,399.3331,1073.337,403.2839,1061.258,413.8948,1049.821,423.9413,1045.344,427.8032,1044.809,428.2545,1044.809,428.2545,1044.809,428.2545,1044.809,428.2545,1044.809,428.2545,1044.809,428.2545,1034.565,424.8558,1024.952,417.3238,1024.952,417.3238,1024.952,417.3238,1024.952,417.3238,1024.952,417.3238,1024.952,417.3238,1015.095,426.3622,1000.807,433.5092,995.5632,435.8274,981.0109,442.2603,971.9312,446.274,971.9312,446.274,971.9312,446.274,971.9312,446.274,971.9312,446.274,971.9312,446.274,967.1613,448.3825,961.962,450.6809,961.962,450.6809,961.962,450.6809,961.962,450.6809,961.962,450.6809,961.962,450.6809,958.7308,452.1091,942.9229,459.4452,938.7969,462.7759,926.8279,475.3532,927.3956,489.5269,929.1779,494.1953,913.1418,498.0962,895.5877,499.166,890.1647,499.4964,875.7968,502.8612,867.1828,517.0491,867.1775,522.7024,867.0613,541.6247,866.8889,552.2006,866.8889,552.2006,866.8889,552.2006,866.8889,552.2006,866.8889,552.2006,866.8889,552.2006
1318.8,-240.7,1318.8,-240.7,1318.8,-240.7,1313.076,-240.4443,1295.612,-239.6642,1279.764,-238.9562,1276.005,-238.7883,1276.005,-238.7883,1276.005,-238.7883,1276.005,-238.7883,1276.005,-238.7883,1276.005,-238.7883,1270.183,-238.5282,1251.896,-237.7113,1243.353,-237.3629,1229.345,-236.8749,1211.768,-236.2625,1202.79,-235.9497,1191.578,-233.6998,1184.005,-219.2689,1177.322,-210.1913,1169.079,-199.0148,1158.285,-184.3337,1153.232,-177.7187,1146.205,-168.4656,1133.314,-154.1755,1130.069,-152.0682,1130.069,-152.0682,1130.069,-152.0682,1130.069,-152.0682,1126.117,-149.5023,1109.181,-138.505,1102.495,-134.1631,1090.079,-126.1012,1076.235,-117.1117,1071.116,-113.7873,1058.354,-106.9378,1047.364,-96.31367,1043.602,-92.16865,1043.602,-92.16865,1043.602,-92.16865,1043.602,-92.16865,1043.602,-92.16865,1043.602,-92.16865,1043.602,-92.16865,1032.194,-79.60061,1017.999,-64.58151,1014.021,-60.41268,997.6766,-49.60736,978.5182,-42.67246,966.2958,-35.2321,958.7504,-30.63889,944.3465,-21.87042,931.778,-12.92224,927.5516,-9.737923,913.7376,0.6701327,897.4412,6.316357,880.2715,3.037436,874.5443,8.731299,861.3112,24.99446,849.9093,39.00749,849.9093,39.00749,849.9093,39.00749,842.7066,47.85962,830.4745,62.89231,826.7131,67.15378,813.1481,82.52208,801.822,99.48711,795.8177,109.2451,788.6555,120.8854,778.4283,137.5071,768.8902,153.0089,759.3648,168.4894,749.8519,185.0745,745.3132,203.8561,743.8253,212.2551,743.8253,212.2551,743.8253,212.2551,741.7932,223.7249,739.054,239.1864,736.1121,255.793,727.8692,269.8966,708.8515,271.3266,690.3383,272.5174,671.9386,272.7871,652.9516,272.32,640.8038,287.3079,632.0839,305.4957,625.7036,324.6022
288.49,533,288.49,533,288.49,533,288.49,533,288.49,533,288.8416,532.5392,288.8506,532.5278,288.8506,532.5278,289.4,532.09,296.7231,523.2596,306.5383,511.4242,316.6927,499.1794,324.7579,484.2271,332.0424,468.8935,342.1803,473.2371,354.5458,476.5453,369.5189,465.8764,387.2531,455.9936,406.5793,449.3586,423.8058,446.6061,440.678,447.008,458.6732,447.4366,478.8083,447.9161,498.7467,446.6625,515.3373,440.8396,526.0785,435.7206,526.0785,435.7206,526.0785,435.7206,526.0785,435.7206,531.8789,432.9563,546.7805,427.3592,559.5373,417.4114,573.2496,406.7205,586.0966,395.075,597.8589,383.6473,607.2769,371.4459,613.9329,357.2337,621.1133,338.2544,627.4399,318.7444,633.4129,300.3254,634.1152,298.1594,634.1152,298.1594,634.1152,298.1594,636.2771,291.4933,648.3153,276.0083,666.7279,271.8343,686.9739,272.787,707.2999,271.428,727.6923,269.9058,737.621,254.3906,740.7848,234.2854,743.6577,216.0296,748.9325,198.5739,756.7941,183.0148,768.2213,175.3157,784.3536,176.641,805.1495,178.3495,825.9636,180.0596,844.1645,181.5549,859.8069,182.84,875.5527,184.1336,879.2805,184.4398,879.2805,184.4398,879.2805,184.4398,879.2805,184.4398,892.9857,185.5658,908.1291,186.8099,925.475,187.2129,945.3307,184.5741,965.4482,185.9066,981.418,186.9644,984.0936,187.1416,984.0936,187.1416,984.0936,187.1416,984.0936,187.1416,984.0936,187.1416,995.3964,187.8903,1010.924,188.9187,1021.873,185.6494,1023,184.9,1023,184.9,1013.482,189.6774,996.7938,188.4474,980.6091,187.2545,965.3307,186.1284,960.7187,185.7884,960.7187,185.7884,960.7187,185.7884,960.7187,185.7884
